Object Histogram:

Size	Count	Class description
144	3	com.kenai.constantine.platform.darwin.INAddr[]
144	6	sun.misc.JarIndex
144	2	org.jruby.java.proxies.JavaInterfaceTemplate$9
144	2	org.jruby.java.proxies.ConcreteJavaProxy$3
144	2	java.util.concurrent.ScheduledThreadPoolExecutor
144	6	rubyobj.AttributeAlignment
144	6	org.jruby.runtime.callsite.XorCallSite
144	3	com.kenai.constantine.platform.darwin.NameInfo[]
144	9	com.kenai.constantine.platform.NameInfo
144	4	sun.security.x509.RDN[]
144	2	org.jruby.java.proxies.ConcreteJavaProxy$2
144	3	java.lang.ThreadGroup
144	6	org.joda.time.field.PreciseDurationField
144	6	com.kenai.jaffl.mapper.MethodParameterContext
144	9	java.util.Arrays$ArrayList
144	6	sun.security.x509.AlgorithmId
144	9	com.kenai.constantine.platform.INAddr
144	6	com.kenai.constantine.platform.darwin.Sock
144	2	sun.net.www.protocol.jar.URLJarFile
136	1	java.lang.Object[][]
128	2	org.jruby.RubyKernel$s$0$1$abort
128	8	org.joda.time.format.DateTimeFormatterBuilder$TextField
128	2	org.jruby.javasupport.JavaUtilities$s$1$0$get_java_class
128	2	org.jruby.RubyProcess$s$0$0$waitpid2
128	2	org.jruby.RubyGC$s$0$0$start
128	2	org.jruby.RubyProcess$s$0$0$setpgrp
128	2	org.jruby.RubyMath$s$1$0$log
128	2	org.jruby.RubyProcess$GroupID$s$0$0$switch_rb
128	2	org.jruby.RubyProcess$s$0$0$waitall
128	2	org.jruby.RubyProcess$GroupID$s$1$0$eid
128	2	org.jruby.RubyEtc$s$0$0$setpwent
128	2	org.jruby.RubyKernel$s$0$0$chop
128	2	org.jruby.RubyGC$s$0$0$disable
128	2	org.jruby.RubyProcess$s$1$0$uid_set
128	2	org.jruby.RubyKernel$s$1$0$putc
128	2	org.jruby.RubyFileTest$s$1$0$blockdev_p
128	2	org.jruby.RubyProcess$UserID$s$0$0$re_exchange
128	2	org.jruby.RubyKernel$s$1$0$singleton_method_undefined
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_Set
128	2	org.jruby.RubyKernel$s$0$1$exit
128	2	org.jruby.RubyProcess$GroupID$s$0$0$sid_available_p
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_IA5String
128	2	org.jruby.RubyKernel$s$0$0$tap
128	2	sun.security.x509.X509CertImpl
128	2	org.jruby.RubyProcess$Sys$s$1$0$setegid
128	2	org.jruby.RubyProcess$UserID$s$1$0$grant_privilege
128	2	org.jruby.cext.NativeMethod0
128	2	org.jruby.java.proxies.JavaInterfaceTemplate$8
128	2	org.jruby.javasupport.JavaArrayUtilities$s$1$0$bytes_to_ruby_string
128	2	org.jruby.RubyProcess$s$0$0$waitpid
128	2	org.jruby.RubyJRuby$JRubyExecutionContextLocal$i$0$1$rubyInitialize
128	2	org.jruby.RubyGC$s$1$0$stress_set
128	2	org.jruby.RubyMath$s$1$0$asinh
128	2	org.jruby.RubyKernel$s$rbThrow
128	2	org.jruby.RubyProcess$s$0$0$getpgrp
128	2	org.jruby.RubyMath$s$1$0$tanh
128	2	org.jruby.RubyFileTest$s$1$0$setgid_p
128	8	java.lang.annotation.ElementType
128	2	org.jruby.RubyFileTest$s$1$0$readable_p
128	2	org.jruby.RubyProcess$GroupID$s$0$0$re_exchangeable_p
128	2	org.jruby.RubyKernel$s$0$0$local_variables
128	2	org.jruby.RubyEtc$s$0$1$getpwuid
128	2	org.jruby.RubyKernel$s$1$0$backquote
128	2	org.jruby.RubyProcess$s$1$0$getrlimit
128	2	org.jruby.RubyProcess$GroupID$s$0$0$re_exchange
128	2	org.jruby.RubyFileTest$s$1$0$directory_p
128	2	org.jruby.javasupport.JavaUtilities$s$2$0$get_proxy_or_package_under_package
128	2	org.jruby.RubyProcess$s$1$0$detach
128	2	org.jruby.RubyProcess$s$1$0$maxgroups_set
128	2	org.jruby.RubyFileTest$s$1$0$writable_p
128	2	org.jruby.RubyKernel$s$1$0$require
128	2	org.jruby.RubyDigest$s$1$0$const_missing
128	2	org.jruby.javasupport.JavaCallable$i$0$0$generic_exception_types
128	2	org.jruby.RubyKernel$s$2$0$autoload
128	2	org.jruby.javasupport.JavaCallable$i$0$0$generic_parameter_types
128	2	org.jruby.RubyKernel$s$0$0$system
128	2	org.jruby.RubyKernel$s$0$0$printf
128	2	org.jruby.RubyKernel$s$0$0$exec
128	2	org.jruby.RubyProcess$UserID$s$0$0$eid
128	2	org.jruby.RubyKernel$s$0$1$trap
128	2	org.jruby.RubyKernel$s$0$0$proc
128	2	org.jruby.RubyProcess$GroupID$s$1$0$grant_privilege
128	2	org.jruby.RubyMath$s$1$0$log10
128	2	org.jruby.RubyFileTest$s$1$0$pipe_p
128	2	org.jruby.RubyProcess$s$0$1$exit_bang
128	2	org.jruby.RubyObjectSpace$s$0$0$garbage_collect
128	2	org.jruby.RubyFileTest$s$1$0$executable_p
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_GeneralString
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_UniversalString
128	2	org.jruby.RubyJRuby$JRubyExecutionContextLocal$i$1$0$setValue
128	2	org.jruby.RubyKernel$s$0$3$eval
128	2	org.jruby.RubyMath$s$1$0$erf
128	2	org.jruby.RubyKernel$s$0$0$chop_bang
128	2	org.jruby.RubyEtc$s$1$0$getgrnam
128	2	org.jruby.RubyMath$s$1$0$sinh
128	2	org.jruby.RubyFileTest$s$1$0$sticky_p
128	8	com.kenai.jffi.Platform$CPU
128	2	org.jruby.RubyKernel$s$0$0$block_given_p
128	2	org.jruby.RubySignal$s$0$0$list
128	2	org.jruby.RubyProcess$s$0$0$wait2
128	2	org.jruby.RubyProcess$Sys$s$1$0$setgid
128	2	org.jruby.RubyFileTest$s$1$0$symlink_p
128	2	org.jruby.RubyProcess$s$0$0$setrlimit
128	2	org.jruby.RubyKernel$s$0$0$global_variables
128	2	org.jruby.RubyFileTest$s$1$0$socket_p
128	2	org.jruby.RubyProcess$s$3$0$setpriority
128	2	org.jruby.RubyKernel$s$0$3$select
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_VideotexString
128	2	org.jruby.RubyProcess$s$2$0$setpgid
128	2	org.jruby.RubySignal$s$0$1$trap
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_OctetString
128	2	org.jruby.RubyMath$s$1$0$log2
128	2	org.jruby.RubyEtc$s$0$0$setgrent
128	2	org.jruby.RubyKernel$s$0$1$untrace_var
128	2	org.jruby.RubyKernel$s$gsub_bang
128	8	org.jruby.internal.runtime.ReadonlyAccessor
128	2	org.jruby.RubyKernel$s$0$1$test
128	2	org.jruby.javasupport.JavaUtilities$s$1$0$get_top_level_proxy_or_package
128	2	org.jruby.RubyObjectSpace$s$0$1$define_finalizer
128	2	org.jruby.RubyKernel$s$chomp
128	2	org.jruby.java.proxies.JavaInterfaceTemplate$7
128	2	org.jruby.RubyMath$s$1$0$cosh
128	2	org.jruby.RubyProcess$s$0$0$gid
128	2	org.jruby.RubyProcess$Sys$s$0$0$geteuid
128	2	org.jruby.RubyProcess$GroupID$s$0$0$eid
128	2	org.jruby.RubyEtc$s$0$0$endgrent
128	2	org.jruby.RubyMath$s$1$0$cos
128	2	org.jruby.RubyMarshal$s$0$1$load
128	2	org.jruby.RubyKernel$s$1$0$singleton_method_removed
128	2	org.jruby.RubyKernel$s$1$0$new_float
128	2	org.jruby.RubyProcess$s$1$0$groups_set
128	2	org.jruby.RubyKernel$s$0$1$trace_var
128	2	org.jruby.RubyProcess$UserID$s$1$0$change_privilege
128	2	org.jruby.RubyKernel$s$1$0$warn
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_Integer
128	2	org.jruby.RubyGC$s$0$0$enable
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_PrintableString
128	2	org.jruby.RubyEtc$s$1$0$getpwnam
128	2	org.jruby.RubyKernel$s$0$1$readline
128	2	org.jruby.RubyKernel$s$1$0$new_array
128	2	org.jruby.javasupport.JavaCallable$i$0$0$arity
128	2	org.jruby.RubyKernel$s$gsub
128	2	org.jruby.RubyObjectSpace$s$1$0$id2ref
128	2	org.jruby.RubyEtc$s$0$0$group
128	2	org.jruby.javasupport.JavaUtilities$s$1$0$get_proxy_class
128	2	org.jruby.RubyMath$s$1$0$sqrt
128	2	org.jruby.RubyProcess$s$2$0$initgroups
128	2	org.jruby.RubyKernel$s$0$0$callcc
128	2	org.jruby.RubyKernel$s$0$3$raise
128	2	org.jruby.RubyFileTest$s$1$0$exist_p
128	2	org.jruby.RubyEtc$s$0$0$getgrent
128	4	java.util.Collections$SynchronizedMap
128	8	com.kenai.jaffl.Platform$CPU
128	2	org.jruby.RubyProcess$Sys$s$1$0$seteuid
128	2	org.jruby.RubyMath$s$1$0$tan
128	2	org.jruby.javasupport.JavaCallable$i$0$0$inspect
128	2	org.jruby.RubyEtc$s$0$0$endpwent
128	2	org.jruby.RubyKernel$s$1$0$rbCatch
128	2	org.jruby.RubyProcess$Sys$s$0$0$getgid
128	2	org.jruby.javasupport.JavaArrayUtilities$s$1$0$ruby_string_to_bytes
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_UTCTime
128	2	org.jruby.RubyMath$s$1$0$atan
128	2	org.jruby.RubyJRuby$s$1$0$dereference
128	2	org.jruby.RubyKernel$s$0$0$at_exit
128	2	org.jruby.RubyKernel$s$0$0$getc
128	2	org.jruby.javasupport.Java$s$1$0$ruby_to_java
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_BMPString
128	4	java.text.DigitList
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_BitString
128	2	org.jruby.RubyProcess$s$0$0$pid
128	2	org.jruby.RubyProcess$Sys$s$0$0$getuid
128	2	org.jruby.RubyKernel$s$0$1$sleep
128	2	org.jruby.javasupport.JavaCallable$i$0$0$exception_types
128	2	org.jruby.javasupport.Java$s$1$0$java_to_primitive
128	2	org.jruby.RubyKernel$s$0$0$print
128	2	org.jruby.RubyFileTest$s$1$0$file_p
128	2	org.jruby.RubyKernel$s$0$0$puts
128	2	org.jruby.javasupport.JavaCallable$i$0$0$varargs_p
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_ObjectId
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_Null
128	2	org.jruby.RubyEtc$s$0$0$passwd
128	2	org.jruby.RubyProcess$s$1$0$getpgid
128	2	org.jruby.RubyMath$s$1$0$atanh
128	2	org.jruby.RubyFileTest$s$1$0$owned_p
128	2	org.jruby.RubyProcess$s$0$0$setsid
128	2	org.jruby.RubyJRuby$s$0$0$with_current_runtime_as_global
128	2	org.jruby.javasupport.Java$s$2$0$new_proxy_instance2
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_ISO64String
128	2	org.jruby.RubyProcess$Sys$s$1$0$setuid
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_GeneralizedTime
128	2	org.jruby.java.proxies.JavaInterfaceTemplate$4
128	2	org.jruby.RubyProcess$s$0$1$abort
128	2	org.jruby.RubyFileTest$s$1$0$setuid_p
128	2	org.jruby.RubyKernel$s$1$0$new_integer
128	2	org.jruby.RubyProcess$s$0$0$groups
128	2	org.jruby.RubyFileTest$s$1$0$chardev_p
128	2	org.jruby.RubyMath$s$2$0$ldexp
128	2	org.jruby.javasupport.Java$s$1$0$java_to_ruby
128	2	org.jruby.javasupport.JavaUtilities$s$1$0$get_package_module
128	2	org.jruby.RubyMath$s$1$0$frexp
128	2	org.jruby.RubyKernel$s$0$9$syscall
128	2	org.jruby.javasupport.JavaUtilities$s$3$0$create_proxy_class
128	2	org.jruby.RubyProcess$s$0$0$wait
128	2	org.jruby.RubySignal$s$2$0$__jtrap_kernel
128	2	org.jruby.RubyMath$s$1$0$exp
128	2	org.jruby.RubyProcess$s$0$0$ppid
128	2	org.jruby.RubyEtc$s$0$0$getlogin
128	2	org.jruby.RubyProcess$s$0$0$maxgroups
128	2	org.jruby.javasupport.JavaUtilities$s$1$0$get_interface_module
128	2	org.jruby.RubyFileTest$s$1$0$grpowned_p
128	2	org.jruby.RubyProcess$s$1$0$gid_set
128	2	org.jruby.RubyKernel$s$0$0$loop
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_GraphicString
128	2	org.jruby.RubyEtc$s$0$0$getpwent
128	2	org.jruby.RubyProcess$s$1$0$egid_set
128	2	org.jruby.RubyProcess$Sys$s$0$0$getegid
128	2	org.jruby.java.proxies.JavaInterfaceTemplate$5
128	2	org.jruby.RubyJRuby$s$0$3$compile
128	2	org.jruby.RubyProcess$s$0$0$kill
128	2	org.jruby.RubyProcess$UserID$s$0$0$re_exchangeable_p
128	2	org.jruby.RubyProcess$s$0$0$egid
128	2	org.jruby.javasupport.JavaUtilities$s$2$0$set_java_object
128	2	org.jruby.RubyProcess$s$0$0$fork
128	2	org.jruby.RubyFileTest$s$1$0$zero_p
128	2	org.jruby.RubyKernel$s$0$1$gets
128	2	org.jruby.RubyProcess$UserID$s$0$0$switch_rb
128	2	org.jruby.RubyObjectSpace$s$0$1$each_object
128	2	org.jruby.RubyKernel$s$0$0$p
128	2	org.jruby.RubyProcess$UserID$s$1$0$eid
128	4	java.lang.Class[][]
128	2	org.jruby.javasupport.JavaUtilities$s$1$0$get_package_module_dot_format
128	2	org.jruby.RubyKernel$s$1$0$new_string
128	2	org.jruby.RubyMath$s$2$0$atan2
128	2	org.jruby.RubyJRuby$s$0$3$parse
128	2	org.jruby.java.proxies.JavaInterfaceTemplate$6
128	2	org.jruby.javasupport.JavaCallable$i$0$0$parameter_types
128	2	org.jruby.RubyProcess$GroupID$s$0$0$rid
128	2	org.jruby.RubyProcess$s$0$0$uid
128	2	org.jruby.RubyEtc$s$0$1$getgrgid
128	2	org.jruby.RubyFileTest$s$1$0$size
128	2	org.jruby.RubyKernel$s$0$1$exit_bang
128	2	org.jruby.RubyProcess$s$0$0$times
128	2	org.jruby.RubyKernel$s$1$0$autoload_p
128	2	org.jruby.javasupport.JavaCallable$i$0$0$parameter_annotations
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_T61String
128	2	org.jruby.RubyJRuby$JRubyExecutionContextLocal$i$0$0$getDefaultProc
128	2	org.jruby.RubyObjectSpace$s$1$0$undefine_finalizer
128	2	org.jruby.javasupport.JavaCallable$i$0$0$to_generic_string
128	2	org.jruby.RubyFileTest$s$1$0$size_p
128	2	org.jruby.RubyKernel$s$srand
128	2	org.jruby.RubyJRuby$JRubyExecutionContextLocal$i$0$0$getValue
128	2	org.jruby.RubyKernel$s$1$0$scan
128	2	org.jruby.RubyKernel$s$chomp_bang
128	2	org.jruby.javasupport.JavaArrayUtilities$s$1$0$java_to_ruby
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_Enumerated
128	2	org.jruby.RubyKernel$s$0$0$fork
128	2	org.jruby.RubyFileTest$s$1$0$executable_real_p
128	2	org.jruby.RubyKernel$s$sub
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_Boolean
128	2	org.jruby.RubyKernel$s$0$0$binding
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_UTF8String
128	2	org.jruby.RubyMarshal$s$0$2$dump
128	2	org.jruby.RubyProcess$UserID$s$0$0$sid_available_p
128	2	org.jruby.RubyProcess$s$2$0$getpriority
128	2	org.jruby.RubyKernel$s$0$1$readlines
128	2	org.jruby.RubyKernel$s$0$0$__method__
128	2	org.jruby.RubyPrecision$s$1$0$append_features
128	2	org.jruby.RubyKernel$s$0$0$sprintf
128	2	org.jruby.RubyKernel$s$1$0$set_trace_func
128	2	org.jruby.RubyProcess$s$0$1$exit
128	2	org.jruby.RubyProcess$UserID$s$0$0$rid
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_Sequence
128	2	org.jruby.RubyKernel$s$1$0$singleton_method_added
128	2	org.jruby.RubyKernel$s$split
128	2	org.jruby.RubyFileTest$s$2$0$identical_p
128	2	org.jruby.RubyMath$s$1$0$acos
128	2	org.jruby.RubyGC$s$0$0$stress
128	2	org.jruby.ext.openssl.ASN1$s$0$0$fact_NumericString
128	2	org.jruby.RubyKernel$s$sub_bang
128	2	org.jruby.RubyProcess$s$0$0$euid
128	2	org.jruby.RubyMath$s$1$0$asin
128	2	org.jruby.java.addons.KernelJavaAddons$s$0$3$rbRaise
128	2	org.jruby.RubyKernel$s$0$1$load
128	2	org.jruby.RubyKernel$s$rand
128	2	org.jruby.RubyMath$s$1$0$acosh
128	2	org.jruby.RubyProcess$s$1$0$euid_set
128	2	org.jruby.RubyJRuby$s$0$0$runtime
128	2	org.jruby.javasupport.JavaCallable$i$0$0$argument_types
128	2	org.jruby.RubyKernel$s$0$1$caller
128	2	org.jruby.RubyJRuby$s$1$0$reference
128	2	org.jruby.RubyMath$s$1$0$sin
128	2	org.jruby.ext.Timeout$s$timeout
128	2	org.jruby.RubyMath$s$2$0$hypot
128	2	org.jruby.RubyJRuby$JRubyExecutionContextLocal$i$0$0$getDefault
128	2	org.jruby.RubyProcess$GroupID$s$1$0$change_privilege
128	2	org.jruby.RubyMath$s$1$0$erfc
120	5	org.jruby.ast.FCallManyArgsBlockPassNode
120	5	org.jruby.ast.AliasNode
120	3	org.jruby.exceptions.JumpException$ReturnJump
120	3	org.jruby.RubyIO
120	5	com.kenai.constantine.platform.darwin.PRIO
120	3	com.kenai.constantine.platform.darwin.Sock[]
120	1	java.net.SocksSocketImpl
120	5	org.jruby.compiler.FastSwitchType
120	5	rubyobj.REXML.Entity
112	2	sun.nio.cs.StreamEncoder$CharsetSE
112	2	java.text.SimpleDateFormat
112	1	org.joda.time.format.DateTimeFormatter[]
112	1	org.joni.constants.TokenType[]
112	7	com.kenai.constantine.platform.Sock
112	7	$Proxy0
112	1	sun.nio.ch.SocketChannelImpl
112	2	sun.security.x509.X509CertInfo
112	7	sun.security.x509.NetscapeCertTypeExtension$MapEntry
112	7	java.util.regex.Pattern$Dot
112	2	java.io.ExpiringCache$1
112	2	java.net.Inet6Address
104	1	org.jruby.javasupport.JavaSupport
104	1	org.jruby.runtime.ThreadContext
96	2	java.util.Properties
96	6	$Proxy3
96	4	org.joda.time.field.RemainderDateTimeField
96	4	com.kenai.jffi.Library
96	6	java.security.Principal[]
96	6	com.kenai.jaffl.provider.jffi.AsmLibraryLoader$ToNativeProxy
96	6	$Proxy2
96	2	com.kenai.constantine.platform.NameInfo[]
96	4	java.lang.ref.SoftReference[]
96	3	org.joda.time.field.OffsetDateTimeField
96	4	java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
96	2	sun.security.util.MemoryCache$SoftCacheEntry
96	4	java.util.concurrent.TimeUnit
96	4	java.security.Permissions
96	3	com.kenai.constantine.platform.darwin.RLIM[]
96	1	org.jruby.javasupport.util.ObjectProxyCache$1
96	6	$Proxy4
96	2	org.jcodings.specific.ASCIIEncoding
96	2	com.kenai.constantine.platform.INAddr[]
96	6	com.kenai.jaffl.provider.jffi.AsmLibraryLoader$FromNativeProxy
96	3	com.kenai.constantine.platform.darwin.PRIO[]
96	1	com.kenai.jffi.NativeType[]
96	4	com.kenai.constantine.platform.darwin.RLIM
96	6	com.kenai.jaffl.mapper.MethodResultContext
96	6	com.kenai.jaffl.LibraryOption
96	3	java.util.Random
96	6	java.security.ProtectionDomain$Key
96	1	com.kenai.jffi.Type$BuiltinTypeInfo[]
96	1	java.lang.ref.Finalizer$FinalizerThread
96	6	org.jruby.RubyLocalJumpError$Reason
96	4	rubyobj.REXML.Source
96	6	com.kenai.constantine.platform.PRIO
96	3	org.jruby.RubyContinuation$Continuation
96	3	java.io.FilePermission
96	1	java.lang.ref.Reference$ReferenceHandler
96	3	java.util.concurrent.ThreadPoolExecutor$Worker
96	4	java.io.RandomAccessFile
88	1	java.util.jar.JarVerifier
88	1	org.bouncycastle.jce.provider.BouncyCastleProvider
88	1	sun.security.jca.ProviderList$1
88	1	org.jruby.ext.socket.RubyUNIXSocket$LibCSocket$jaffl$1
88	1	org.jruby.RubyThread
88	1	sun.security.util.ObjectIdentifier[]
88	1	java.lang.Byte[][]
80	2	com.kenai.constantine.platform.PRIO[]
80	2	java.io.ExpiringCache
80	2	com.kenai.constantine.platform.Sock[]
80	1	sun.misc.Launcher$ExtClassLoader
80	1	experiment$method__3$RUBY$ww
80	2	java.nio.channels.Channels$WritableByteChannelImpl
80	1	org.jruby.javasupport.util.ObjectProxyCache$Segment[]
80	2	sun.nio.cs.UTF_8$Decoder
80	5	org.jruby.ast.RetryNode
80	5	java.nio.channels.spi.AbstractInterruptibleChannel$1
80	1	experiment$method__1$RUBY$experiment_instances
80	5	org.jruby.runtime.assigner.Pre0Rest1Post0Assigner
80	5	java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
80	5	com.kenai.constantine.platform.SocketLevel
80	2	java.util.concurrent.FutureTask$Sync
80	5	sun.security.jca.ServiceId
80	1	experiment$method__2$RUBY$reference_subjects
80	1	experiment$method__0$RUBY$experiment
80	2	java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
80	2	java.lang.Thread[]
80	2	java.io.BufferedWriter
80	2	java.text.DateFormatSymbols
80	5	java.util.Collections$SynchronizedSet
80	5	com.kenai.constantine.platform.RLIM
72	1	org.jruby.java.proxies.ArrayJavaProxy$ArrayNewMethod
72	1	sun.misc.Launcher$AppClassLoader
72	3	org.jruby.RubyGlobal$StringGlobalVariable
72	3	org.jruby.internal.runtime.methods.Framing
72	3	org.jruby.RubyEnumerable$25
72	1	org.jruby.java.invokers.StaticFieldGetter
72	1	com.kenai.jaffl.provider.NativeType[]
72	3	java.security.SecurityPermission
72	1	org.joda.time.chrono.GJLocaleSymbols
72	3	java.util.regex.Pattern$Ques
72	3	org.jruby.libraries.ThreadLibrary$Mutex
72	3	org.jruby.javasupport.util.ObjectProxyCache$Entry
72	3	org.jruby.RubyGlobal$LoadPath
72	3	java.util.regex.Pattern$Add
72	3	org.joda.time.field.ScaledDurationField
72	3	java.lang.StringCoding$CharsetSE
72	1	sun.misc.FDBigInt[]
72	3	com.kenai.constantine.platform.darwin.Shutdown
72	1	org.jruby.ext.openssl.x509store.Store
72	3	com.kenai.constantine.platform.darwin.Shutdown[]
72	1	java.security.SecureRandom
72	1	sun.nio.ch.KQueueSelectorImpl
64	1	org.jruby.libraries.ThreadLibrary$ConditionVariable$i$0$0$signal
64	1	org.jruby.RubyMatchData$i$0$0$to_a
64	1	org.jruby.RubyTime$s$0$0$newInstance
64	1	org.jruby.RubyString$i$2$0$tr_s
64	4	org.jruby.runtime.Visibility
64	1	org.jruby.RubyIO$i$1$0$initialize_copy
64	1	org.jruby.ext.openssl.ASN1$ASN1Constructive$i$0$0$to_der
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_set_bit
64	1	org.jruby.RubyNameError$i$0$2$initialize
64	1	org.jruby.RubyFile$s$1$0$dirname
64	1	org.jruby.RubyArray$i$0$0$shuffle_bang
64	1	org.jruby.RubyStringIO$i$0$1$each
64	1	org.jruby.ext.socket.RubySocket$s$0$1$getservbyname
64	1	org.jruby.RubyString$i$1$0$rpartition
64	1	org.jruby.RubyRegexp$s$0$0$union
64	1	org.jruby.RubyArgsFile$s$0$1$each_byte
64	1	org.jruby.RubyRange$i$0$0$to_s
64	2	sun.misc.SoftCache
64	1	org.jruby.javasupport.proxy.JavaProxyClass$ProxyMethodImpl$i$0$0$super_p
64	1	org.jruby.ext.openssl.X509StoreCtx$i$0$0$chain
64	1	org.jruby.ext.socket.RubyTCPServer$i$0$0$getpeername
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$private_p
64	1	org.jruby.RubyArray$i$0$0$frozen_p
64	1	org.jruby.RubyThread$s$0$0$list
64	1	org.jruby.ext.openssl.X509Cert$i$1$0$set_serial
64	1	org.jruby.RubyDir$i$0$0$inspect
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_clear_bit
64	1	org.jruby.RubyProc$i$0$0$arity
64	1	org.jruby.RubyHash$i$0$0$default_proc
64	1	org.jruby.RubyIO$i$0$1$ioctl
64	1	org.jruby.ext.socket.RubySocket$s$0$0$gethostbyaddr
64	1	org.jruby.RubyString$i$start_with_p
64	1	org.jruby.ext.socket.RubyIPSocket$i$0$1$recvfrom
64	1	org.jruby.java.addons.IOJavaAddons$s$0$0$to_channel
64	1	org.jruby.ext.socket.RubyBasicSocket$s$0$0$do_not_reverse_lookup
64	1	org.jruby.RubyComparable$s$2$0$between_p
64	1	org.jruby.RubyFileStat$i$0$0$atime
64	1	org.jruby.ext.socket.RubySocket$i$3$0$initialize
64	1	org.jruby.RubyIO$i$readline
64	1	org.jruby.ext.openssl.SSLSocket$i$1$0$syswrite
64	1	org.jruby.RubyStruct$i$0$0$to_a
64	1	org.jruby.RubyModule$i$0$1$protected_instance_methods
64	1	org.jruby.ext.openssl.SSLContext$i$0$0$setup
64	1	org.jruby.RubyKernel$s$0$0$id
